,0,1,2,3,4,5,6,7,8,9
0,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
1,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
2,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
3,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
5,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
6,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
7,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
8,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
9,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
10,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
11,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
12,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
13,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
14,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
15,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
16,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
17,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
18,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
19,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
20,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
21,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
22,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
23,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
24,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
25,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
26,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
27,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
28,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
29,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
30,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
31,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
32,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
33,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
34,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
35,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
36,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
37,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
38,-200,-200,-200,-200,-200,-200,7,-200,-200,-200
39,-200,12,5,-200,-200,6,-200,-200,-200,-200
40,-200,-200,6,-200,5,-200,5,-200,-200,7
41,-200,-200,7,-200,-200,-200,-200,-200,-200,-200
42,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
43,-200,-200,12,-200,-200,-200,-200,-200,-200,-200
44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
45,8,-200,-200,12,-200,-200,-200,-200,-200,-200
46,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
47,-200,9,7,-200,-200,-200,-200,-200,-200,-200
48,-200,8,-200,-200,-200,-200,-200,-200,-200,-200
49,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
50,-200,-200,-200,-200,10,-200,-200,-200,-200,-200
51,-200,6,-200,-200,-200,13,-200,-200,-200,-200
52,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
53,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
54,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
56,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
57,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
58,-200,-200,-200,-200,6,-200,-200,-200,-200,-200
59,-200,-200,-200,-200,-200,3,6,-200,-200,13
60,7,-200,-200,-200,-200,-200,-200,-200,9,9
61,4,3,5,9,8,-200,11,-200,-200,-200
62,-200,-200,-200,2,-200,2,1,3,-200,-200
63,-200,9,-200,-200,-200,-200,11,-200,11,-200
64,6,-200,13,-200,-200,-200,-200,-200,-200,-200
65,6,-200,3,-200,-200,-200,10,-200,-200,-200
66,-200,10,-200,-200,-200,-200,-200,-200,-200,-200
67,-200,-200,-200,-200,-200,10,8,-200,-200,-200
68,-200,-200,8,-200,-200,3,-200,-200,-200,4
69,-200,-200,-200,6,-200,4,-200,-200,6,-200
70,-200,-200,-200,-200,-200,2,-200,12,-200,-200
71,-200,-200,-200,-200,-200,5,-200,5,-200,-200
72,-200,5,9,-200,-200,-200,-200,-200,-200,4
73,-200,8,-200,-200,-200,-200,-200,-200,-200,-200
74,-200,-200,12,-200,-200,6,-200,-200,-200,-200
75,-200,-200,-200,12,-200,-200,7,-200,-200,-200
76,-200,10,4,6,-200,-200,5,-200,-200,3
77,-200,-200,-200,-200,5,7,-200,-200,-200,-200
78,-200,10,-200,-200,-200,-200,-200,-200,-200,-200
79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
80,-200,4,-200,-200,7,-200,-200,2,4,-200
81,6,-200,-200,4,-200,-200,-200,-200,-200,-200
82,-200,12,-200,-200,7,7,-200,-200,-200,-200
83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
84,-200,-200,-200,-200,-200,-200,-200,7,-200,-200
85,3,8,-200,-200,-200,-200,-200,-200,10,-200
86,5,4,-200,-200,-200,3,-200,-200,-200,-200
87,-200,-200,10,-200,-200,3,-200,4,-200,4
88,8,8,-200,-200,-200,7,-200,-200,-200,-200
89,-200,-200,-200,-200,3,-200,4,-200,-200,5
90,-200,7,-200,-200,-200,5,-200,-200,5,7
91,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
92,-200,-200,-200,-200,-200,-200,5,-200,-200,-200
93,-200,-200,-200,-200,-200,-200,8,-200,-200,-200
94,8,-200,9,6,-200,-200,8,-200,-200,12
95,-200,-200,-200,-200,10,7,9,-200,-200,-200
96,9,5,4,-200,14,-200,7,-200,-200,-200
97,-200,11,-200,-200,-200,5,-200,-200,-200,-200
98,-200,14,-200,-200,11,-200,3,-200,-200,5
99,-200,-200,-200,3,5,-200,8,5,-200,-200
